<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
RIZ2,1,20121008,153400,148040.00000,148100.00000,148000.00000,148060.00000,979
RIZ2,1,20121008,153500,148070.00000,148100.00000,148010.00000,148040.00000,498
RIZ2,1,20121008,153600,148030.00000,148080.00000,148000.00000,148050.00000,987
RIZ2,1,20121008,153700,148050.00000,148060.00000,147930.00000,147980.00000,895
RIZ2,1,20121008,153800,147990.00000,148020.00000,147970.00000,148000.00000,258
RIZ2,1,20121008,153900,147980.00000,148080.00000,147980.00000,148060.00000,592
RIZ2,1,20121008,154000,148060.00000,148070.00000,148020.00000,148030.00000,147
RIZ2,1,20121008,154100,148030.00000,148050.00000,148000.00000,148010.00000,247
RIZ2,1,20121008,154200,148010.00000,148020.00000,147970.00000,147980.00000,340
RIZ2,1,20121008,154300,147990.00000,148000.00000,147890.00000,147980.00000,978
RIZ2,1,20121008,154400,147970.00000,148010.00000,147950.00000,147970.00000,270
RIZ2,1,20121008,154500,147980.00000,148010.00000,147970.00000,148010.00000,221
RIZ2,1,20121008,154600,148020.00000,148020.00000,147980.00000,147980.00000,128
RIZ2,1,20121008,154700,147980.00000,148130.00000,147980.00000,148130.00000,1417
RIZ2,1,20121008,154800,148120.00000,148160.00000,148080.00000,148120.00000,1009
RIZ2,1,20121008,154900,148120.00000,148170.00000,148090.00000,148120.00000,817
RIZ2,1,20121008,155000,148130.00000,148240.00000,148100.00000,148160.00000,3060
RIZ2,1,20121008,155100,148140.00000,148360.00000,148130.00000,148350.00000,3691
RIZ2,1,20121008,155200,148330.00000,148500.00000,148310.00000,148370.00000,7015
RIZ2,1,20121008,155300,148370.00000,148400.00000,148220.00000,148300.00000,2277
RIZ2,1,20121008,155400,148300.00000,148350.00000,148270.00000,148340.00000,738
RIZ2,1,20121008,155500,148350.00000,148380.00000,148260.00000,148290.00000,1007
RIZ2,1,20121008,155600,148290.00000,148350.00000,148280.00000,148330.00000,406
RIZ2,1,20121008,155700,148330.00000,148430.00000,148280.00000,148370.00000,1478
RIZ2,1,20121008,155800,148380.00000,148430.00000,148360.00000,148400.00000,1118
RIZ2,1,20121008,155900,148400.00000,148460.00000,148350.00000,148350.00000,1730
RIZ2,1,20121008,160000,148360.00000,148400.00000,148290.00000,148390.00000,2176
RIZ2,1,20121008,160100,148390.00000,148440.00000,148360.00000,148380.00000,962
RIZ2,1,20121008,160200,148390.00000,148400.00000,148350.00000,148380.00000,466
RIZ2,1,20121008,160300,148370.00000,148390.00000,148320.00000,148340.00000,594
RIZ2,1,20121008,160400,148350.00000,148380.00000,148340.00000,148350.00000,363
RIZ2,1,20121008,160500,148360.00000,148370.00000,148290.00000,148320.00000,661
RIZ2,1,20121008,160600,148330.00000,148450.00000,148310.00000,148430.00000,1793
RIZ2,1,20121008,160700,148430.00000,148440.00000,148310.00000,148350.00000,1463
RIZ2,1,20121008,160800,148350.00000,148380.00000,148280.00000,148300.00000,1064
RIZ2,1,20121008,160900,148310.00000,148320.00000,148200.00000,148270.00000,1675
RIZ2,1,20121008,161000,148250.00000,148270.00000,148160.00000,148210.00000,1859
RIZ2,1,20121008,161100,148220.00000,148240.00000,148190.00000,148230.00000,415
RIZ2,1,20121008,161200,148230.00000,148250.00000,148190.00000,148240.00000,649
RIZ2,1,20121008,161300,148250.00000,148250.00000,148160.00000,148200.00000,707
RIZ2,1,20121008,161400,148200.00000,148260.00000,148200.00000,148230.00000,642
RIZ2,1,20121008,161500,148230.00000,148250.00000,148140.00000,148180.00000,767
RIZ2,1,20121008,161600,148170.00000,148190.00000,148130.00000,148160.00000,426
RIZ2,1,20121008,161700,148170.00000,148200.00000,148160.00000,148170.00000,445
RIZ2,1,20121008,161800,148170.00000,148270.00000,148160.00000,148260.00000,1260
RIZ2,1,20121008,161900,148250.00000,148330.00000,148230.00000,148290.00000,1288
RIZ2,1,20121008,162000,148300.00000,148330.00000,148240.00000,148280.00000,784
RIZ2,1,20121008,162100,148270.00000,148280.00000,148210.00000,148250.00000,755
RIZ2,1,20121008,162200,148230.00000,148270.00000,148150.00000,148160.00000,1933
RIZ2,1,20121008,162300,148160.00000,148230.00000,148160.00000,148200.00000,991
RIZ2,1,20121008,162400,148200.00000,148220.00000,148180.00000,148200.00000,209
RIZ2,1,20121008,162500,148190.00000,148270.00000,148170.00000,148170.00000,933
RIZ2,1,20121008,162600,148180.00000,148230.00000,148170.00000,148210.00000,369
RIZ2,1,20121008,162700,148210.00000,148230.00000,148190.00000,148200.00000,238
RIZ2,1,20121008,162800,148190.00000,148210.00000,148100.00000,148120.00000,1833
RIZ2,1,20121008,162900,148120.00000,148140.00000,148010.00000,148070.00000,2117
RIZ2,1,20121008,163000,148090.00000,148090.00000,147790.00000,147910.00000,6189
RIZ2,1,20121008,163100,147910.00000,147970.00000,147890.00000,147960.00000,881
RIZ2,1,20121008,163200,147960.00000,148030.00000,147940.00000,147970.00000,849
RIZ2,1,20121008,163300,147980.00000,148030.00000,147950.00000,148020.00000,942
RIZ2,1,20121008,163400,148010.00000,148050.00000,147940.00000,148020.00000,1315
RIZ2,1,20121008,163500,148030.00000,148050.00000,148010.00000,148030.00000,346
RIZ2,1,20121008,163600,148030.00000,148050.00000,148010.00000,148030.00000,316
RIZ2,1,20121008,163700,148030.00000,148060.00000,148010.00000,148030.00000,514
RIZ2,1,20121008,163800,148030.00000,148060.00000,147990.00000,148030.00000,588
RIZ2,1,20121008,163900,148040.00000,148240.00000,148040.00000,148230.00000,1809
RIZ2,1,20121008,164000,148230.00000,148460.00000,148230.00000,148390.00000,4809
RIZ2,1,20121008,164100,148390.00000,148420.00000,148270.00000,148270.00000,1579
RIZ2,1,20121008,164200,148280.00000,148320.00000,148260.00000,148280.00000,882
RIZ2,1,20121008,164300,148280.00000,148290.00000,148180.00000,148210.00000,831
RIZ2,1,20121008,164400,148200.00000,148270.00000,148200.00000,148220.00000,383
RIZ2,1,20121008,164500,148220.00000,148270.00000,148210.00000,148270.00000,426
RIZ2,1,20121008,164600,148260.00000,148280.00000,148240.00000,148250.00000,221
RIZ2,1,20121008,164700,148250.00000,148320.00000,148250.00000,148280.00000,418
RIZ2,1,20121008,164800,148290.00000,148330.00000,148290.00000,148300.00000,331
RIZ2,1,20121008,164900,148310.00000,148310.00000,148220.00000,148220.00000,1010
RIZ2,1,20121008,165000,148220.00000,148240.00000,148070.00000,148110.00000,2844
RIZ2,1,20121008,165100,148110.00000,148180.00000,148100.00000,148140.00000,477
RIZ2,1,20121008,165200,148150.00000,148150.00000,148080.00000,148080.00000,437
RIZ2,1,20121008,165300,148080.00000,148140.00000,148040.00000,148140.00000,861
RIZ2,1,20121008,165400,148140.00000,148140.00000,148020.00000,148030.00000,906
RIZ2,1,20121008,165500,148030.00000,148090.00000,148030.00000,148050.00000,611
RIZ2,1,20121008,165600,148050.00000,148130.00000,148040.00000,148110.00000,920
RIZ2,1,20121008,165700,148100.00000,148170.00000,148070.00000,148090.00000,1137
RIZ2,1,20121008,165800,148100.00000,148190.00000,148070.00000,148170.00000,708
RIZ2,1,20121008,165900,148160.00000,148180.00000,148100.00000,148120.00000,834
RIZ2,1,20121008,170000,148120.00000,148300.00000,148080.00000,148280.00000,2897
RIZ2,1,20121008,170100,148290.00000,148300.00000,148190.00000,148190.00000,1177
RIZ2,1,20121008,170200,148200.00000,148210.00000,148150.00000,148190.00000,1011
RIZ2,1,20121008,170300,148190.00000,148290.00000,148190.00000,148240.00000,1378
RIZ2,1,20121008,170400,148250.00000,148290.00000,148220.00000,148220.00000,782
RIZ2,1,20121008,170500,148220.00000,148250.00000,148100.00000,148150.00000,1238
RIZ2,1,20121008,170600,148130.00000,148200.00000,148110.00000,148190.00000,399
RIZ2,1,20121008,170700,148190.00000,148230.00000,148140.00000,148180.00000,513
RIZ2,1,20121008,170800,148160.00000,148200.00000,148160.00000,148200.00000,448
RIZ2,1,20121008,170900,148200.00000,148210.00000,148160.00000,148170.00000,144
RIZ2,1,20121008,171000,148170.00000,148190.00000,148120.00000,148130.00000,657
RIZ2,1,20121008,171100,148130.00000,148190.00000,148120.00000,148140.00000,936
RIZ2,1,20121008,171200,148130.00000,148150.00000,148060.00000,148070.00000,704
RIZ2,1,20121008,171300,148070.00000,148120.00000,148060.00000,148080.00000,469
RIZ2,1,20121008,171400,148080.00000,148100.00000,148070.00000,148100.00000,428
RIZ2,1,20121008,171500,148100.00000,148100.00000,148010.00000,148030.00000,1036
RIZ2,1,20121008,171600,148040.00000,148100.00000,148030.00000,148060.00000,541
RIZ2,1,20121008,171700,148060.00000,148090.00000,148040.00000,148090.00000,286
RIZ2,1,20121008,171800,148080.00000,148170.00000,148040.00000,148150.00000,1097
RIZ2,1,20121008,171900,148150.00000,148280.00000,148140.00000,148210.00000,2904
RIZ2,1,20121008,172000,148200.00000,148240.00000,148160.00000,148170.00000,539
RIZ2,1,20121008,172100,148170.00000,148240.00000,148140.00000,148150.00000,645
RIZ2,1,20121008,172200,148150.00000,148230.00000,148110.00000,148220.00000,535
RIZ2,1,20121008,172300,148210.00000,148210.00000,148160.00000,148170.00000,288
RIZ2,1,20121008,172400,148170.00000,148230.00000,148160.00000,148210.00000,540
RIZ2,1,20121008,172500,148200.00000,148220.00000,148160.00000,148200.00000,353
RIZ2,1,20121008,172600,148200.00000,148250.00000,148180.00000,148230.00000,439
RIZ2,1,20121008,172700,148240.00000,148470.00000,148240.00000,148340.00000,4958
RIZ2,1,20121008,172800,148340.00000,148380.00000,148310.00000,148340.00000,1338
RIZ2,1,20121008,172900,148340.00000,148360.00000,148250.00000,148250.00000,1328
RIZ2,1,20121008,173000,148250.00000,148320.00000,148160.00000,148190.00000,2929
RIZ2,1,20121008,173100,148180.00000,148290.00000,148070.00000,148100.00000,3769
RIZ2,1,20121008,173200,148100.00000,148230.00000,148050.00000,148180.00000,3328
RIZ2,1,20121008,173300,148180.00000,148270.00000,148170.00000,148260.00000,2458
RIZ2,1,20121008,173400,148250.00000,148270.00000,148150.00000,148200.00000,1494
RIZ2,1,20121008,173500,148200.00000,148290.00000,148170.00000,148260.00000,1841
RIZ2,1,20121008,173600,148250.00000,148310.00000,148190.00000,148300.00000,1833
RIZ2,1,20121008,173700,148300.00000,148310.00000,148160.00000,148210.00000,2054
RIZ2,1,20121008,173800,148210.00000,148280.00000,148180.00000,148190.00000,1395
RIZ2,1,20121008,173900,148190.00000,148240.00000,148140.00000,148150.00000,1974
RIZ2,1,20121008,174000,148140.00000,148230.00000,148130.00000,148190.00000,1467
RIZ2,1,20121008,174100,148190.00000,148270.00000,148160.00000,148200.00000,1661
RIZ2,1,20121008,174200,148200.00000,148240.00000,148150.00000,148190.00000,985
RIZ2,1,20121008,174300,148170.00000,148220.00000,148150.00000,148170.00000,1253
RIZ2,1,20121008,174400,148170.00000,148240.00000,148150.00000,148220.00000,917
RIZ2,1,20121008,174500,148220.00000,148270.00000,148150.00000,148180.00000,2008
RIZ2,1,20121008,174600,148190.00000,148250.00000,148140.00000,148210.00000,1267
RIZ2,1,20121008,174700,148230.00000,148260.00000,148120.00000,148140.00000,1462
RIZ2,1,20121008,174800,148130.00000,148200.00000,148080.00000,148120.00000,1615
RIZ2,1,20121008,174900,148130.00000,148150.00000,148060.00000,148100.00000,1801
RIZ2,1,20121008,175000,148110.00000,148180.00000,148080.00000,148160.00000,1371
RIZ2,1,20121008,175100,148170.00000,148180.00000,148110.00000,148170.00000,958
RIZ2,1,20121008,175200,148170.00000,148230.00000,148130.00000,148180.00000,2090
RIZ2,1,20121008,175300,148180.00000,148220.00000,148140.00000,148160.00000,871
RIZ2,1,20121008,175400,148170.00000,148240.00000,148130.00000,148200.00000,1204
RIZ2,1,20121008,175500,148220.00000,148330.00000,148150.00000,148300.00000,2460
RIZ2,1,20121008,175600,148300.00000,148310.00000,148250.00000,148280.00000,817
RIZ2,1,20121008,175700,148280.00000,148400.00000,148260.00000,148300.00000,2930
RIZ2,1,20121008,175800,148310.00000,148360.00000,148230.00000,148350.00000,1898
RIZ2,1,20121008,175900,148340.00000,148370.00000,148310.00000,148360.00000,1082
RIZ2,1,20121008,180000,148350.00000,148640.00000,148350.00000,148610.00000,12059
RIZ2,1,20121008,180100,148600.00000,148740.00000,148540.00000,148710.00000,5953
RIZ2,1,20121008,180200,148700.00000,148780.00000,148640.00000,148690.00000,4398
RIZ2,1,20121008,180300,148690.00000,148700.00000,148520.00000,148560.00000,3018
RIZ2,1,20121008,180400,148590.00000,148650.00000,148550.00000,148560.00000,1659
RIZ2,1,20121008,180500,148580.00000,148650.00000,148570.00000,148600.00000,1248
RIZ2,1,20121008,180600,148610.00000,148620.00000,148470.00000,148500.00000,2360
RIZ2,1,20121008,180700,148500.00000,148540.00000,148440.00000,148470.00000,1971
RIZ2,1,20121008,180800,148470.00000,148580.00000,148460.00000,148510.00000,1351
RIZ2,1,20121008,180900,148530.00000,148600.00000,148450.00000,148500.00000,2774
RIZ2,1,20121008,181000,148500.00000,148560.00000,148500.00000,148500.00000,1598
RIZ2,1,20121008,181100,148500.00000,148560.00000,148480.00000,148530.00000,741
RIZ2,1,20121008,181200,148540.00000,148570.00000,148470.00000,148480.00000,1266
RIZ2,1,20121008,181300,148490.00000,148520.00000,148380.00000,148460.00000,2561
RIZ2,1,20121008,181400,148440.00000,148520.00000,148420.00000,148450.00000,1147
RIZ2,1,20121008,181500,148440.00000,148510.00000,148430.00000,148450.00000,1602
RIZ2,1,20121008,181600,148480.00000,148520.00000,148460.00000,148470.00000,1376
RIZ2,1,20121008,181700,148470.00000,148500.00000,148390.00000,148450.00000,2217
RIZ2,1,20121008,181800,148450.00000,148490.00000,148390.00000,148420.00000,1828
RIZ2,1,20121008,181900,148410.00000,148470.00000,148370.00000,148450.00000,800
RIZ2,1,20121008,182000,148460.00000,148510.00000,148420.00000,148430.00000,1279
RIZ2,1,20121008,182100,148420.00000,148420.00000,148290.00000,148350.00000,2573
RIZ2,1,20121008,182200,148350.00000,148420.00000,148330.00000,148360.00000,1821
RIZ2,1,20121008,182300,148360.00000,148460.00000,148340.00000,148390.00000,2361
RIZ2,1,20121008,182400,148390.00000,148530.00000,148390.00000,148490.00000,3031
RIZ2,1,20121008,182500,148490.00000,148520.00000,148400.00000,148410.00000,1885
RIZ2,1,20121008,182600,148420.00000,148480.00000,148410.00000,148440.00000,724
RIZ2,1,20121008,182700,148450.00000,148460.00000,148300.00000,148400.00000,2063
RIZ2,1,20121008,182800,148400.00000,148400.00000,148350.00000,148370.00000,738
RIZ2,1,20121008,182900,148370.00000,148380.00000,148320.00000,148370.00000,536
RIZ2,1,20121008,183000,148380.00000,148450.00000,148360.00000,148380.00000,1269
RIZ2,1,20121008,183100,148380.00000,148410.00000,148300.00000,148340.00000,1350
RIZ2,1,20121008,183200,148340.00000,148400.00000,148310.00000,148390.00000,1100
RIZ2,1,20121008,183300,148380.00000,148410.00000,148340.00000,148390.00000,828
RIZ2,1,20121008,183400,148380.00000,148450.00000,148360.00000,148420.00000,855
RIZ2,1,20121008,183500,148410.00000,148500.00000,148380.00000,148500.00000,2251
RIZ2,1,20121008,183600,148490.00000,148530.00000,148440.00000,148480.00000,2684
RIZ2,1,20121008,183700,148490.00000,148520.00000,148440.00000,148510.00000,886
RIZ2,1,20121008,183800,148510.00000,148590.00000,148490.00000,148530.00000,2134
RIZ2,1,20121008,183900,148540.00000,148680.00000,148540.00000,148650.00000,3484
RIZ2,1,20121008,184000,148670.00000,148690.00000,148610.00000,148650.00000,2697
RIZ2,1,20121008,184100,148650.00000,148710.00000,148610.00000,148670.00000,2271
RIZ2,1,20121008,184200,148680.00000,148720.00000,148650.00000,148700.00000,1529
RIZ2,1,20121008,184300,148690.00000,148840.00000,148690.00000,148830.00000,8925
RIZ2,1,20121008,184400,148840.00000,148840.00000,148690.00000,148730.00000,6134
RIZ2,1,20121008,190000,148660.00000,148890.00000,148600.00000,148650.00000,2847
RIZ2,1,20121008,190100,148650.00000,148670.00000,148570.00000,148620.00000,1759
RIZ2,1,20121008,190200,148620.00000,148670.00000,148590.00000,148660.00000,636
RIZ2,1,20121008,190300,148650.00000,148770.00000,148620.00000,148760.00000,1496
RIZ2,1,20121008,190400,148760.00000,148940.00000,148710.00000,148830.00000,2865
RIZ2,1,20121008,190500,148830.00000,148900.00000,148730.00000,148750.00000,1562
RIZ2,1,20121008,190600,148750.00000,148810.00000,148720.00000,148740.00000,757
RIZ2,1,20121008,190700,148730.00000,148760.00000,148670.00000,148680.00000,730
RIZ2,1,20121008,190800,148680.00000,148730.00000,148680.00000,148680.00000,314
RIZ2,1,20121008,190900,148680.00000,148720.00000,148630.00000,148630.00000,400
RIZ2,1,20121008,191000,148630.00000,148670.00000,148590.00000,148650.00000,764
RIZ2,1,20121008,191100,148660.00000,148710.00000,148650.00000,148690.00000,640
RIZ2,1,20121008,191200,148690.00000,148740.00000,148680.00000,148690.00000,816
RIZ2,1,20121008,191300,148710.00000,148710.00000,148550.00000,148580.00000,1226
RIZ2,1,20121008,191400,148590.00000,148630.00000,148570.00000,148610.00000,342
RIZ2,1,20121008,191500,148620.00000,148710.00000,148600.00000,148700.00000,490
RIZ2,1,20121008,191600,148680.00000,148700.00000,148640.00000,148670.00000,228
RIZ2,1,20121008,191700,148660.00000,148660.00000,148550.00000,148600.00000,747
RIZ2,1,20121008,191800,148620.00000,148650.00000,148590.00000,148630.00000,341
RIZ2,1,20121008,191900,148630.00000,148630.00000,148540.00000,148600.00000,1189
RIZ2,1,20121008,192000,148590.00000,148640.00000,148560.00000,148610.00000,644
RIZ2,1,20121008,192100,148600.00000,148600.00000,148540.00000,148540.00000,555
RIZ2,1,20121008,192200,148550.00000,148620.00000,148540.00000,148560.00000,475
RIZ2,1,20121008,192300,148550.00000,148640.00000,148540.00000,148570.00000,629
RIZ2,1,20121008,192400,148580.00000,148590.00000,148550.00000,148590.00000,232
RIZ2,1,20121008,192500,148590.00000,148600.00000,148540.00000,148540.00000,500
RIZ2,1,20121008,192600,148550.00000,148600.00000,148540.00000,148590.00000,391
RIZ2,1,20121008,192700,148590.00000,148640.00000,148560.00000,148580.00000,388
RIZ2,1,20121008,192800,148590.00000,148640.00000,148570.00000,148610.00000,291
RIZ2,1,20121008,192900,148610.00000,148680.00000,148570.00000,148640.00000,583
RIZ2,1,20121008,193000,148670.00000,148690.00000,148600.00000,148630.00000,622
RIZ2,1,20121008,193100,148620.00000,148630.00000,148580.00000,148580.00000,236
RIZ2,1,20121008,193200,148580.00000,148630.00000,148580.00000,148600.00000,320
RIZ2,1,20121008,193300,148580.00000,148640.00000,148580.00000,148600.00000,357
RIZ2,1,20121008,193400,148600.00000,148630.00000,148570.00000,148580.00000,179
RIZ2,1,20121008,193500,148600.00000,148620.00000,148460.00000,148510.00000,1351
RIZ2,1,20121008,193600,148500.00000,148540.00000,148480.00000,148540.00000,468
RIZ2,1,20121008,193700,148540.00000,148560.00000,148450.00000,148450.00000,973
RIZ2,1,20121008,193800,148460.00000,148530.00000,148450.00000,148510.00000,764
RIZ2,1,20121008,193900,148510.00000,148550.00000,148510.00000,148530.00000,595
RIZ2,1,20121008,194000,148540.00000,148580.00000,148500.00000,148550.00000,662
RIZ2,1,20121008,194100,148540.00000,148600.00000,148520.00000,148570.00000,331
RIZ2,1,20121008,194200,148590.00000,148600.00000,148540.00000,148550.00000,262
RIZ2,1,20121008,194300,148570.00000,148610.00000,148510.00000,148610.00000,544
RIZ2,1,20121008,194400,148610.00000,148610.00000,148580.00000,148590.00000,316
RIZ2,1,20121008,194500,148590.00000,148610.00000,148550.00000,148560.00000,229
RIZ2,1,20121008,194600,148560.00000,148630.00000,148550.00000,148620.00000,286
RIZ2,1,20121008,194700,148630.00000,148630.00000,148580.00000,148600.00000,279
RIZ2,1,20121008,194800,148590.00000,148630.00000,148570.00000,148620.00000,310
RIZ2,1,20121008,194900,148620.00000,148650.00000,148590.00000,148610.00000,409
RIZ2,1,20121008,195000,148610.00000,148630.00000,148560.00000,148580.00000,491
RIZ2,1,20121008,195100,148580.00000,148620.00000,148520.00000,148530.00000,934
RIZ2,1,20121008,195200,148540.00000,148600.00000,148540.00000,148580.00000,655
RIZ2,1,20121008,195300,148580.00000,148640.00000,148570.00000,148630.00000,243
RIZ2,1,20121008,195400,148620.00000,148640.00000,148610.00000,148630.00000,254
RIZ2,1,20121008,195500,148630.00000,148820.00000,148620.00000,148710.00000,2159
RIZ2,1,20121008,195600,148720.00000,148790.00000,148700.00000,148790.00000,429
RIZ2,1,20121008,195700,148780.00000,148800.00000,148750.00000,148750.00000,419
RIZ2,1,20121008,195800,148760.00000,148820.00000,148730.00000,148800.00000,580
RIZ2,1,20121008,195900,148790.00000,148990.00000,148770.00000,148950.00000,3520
RIZ2,1,20121008,200000,148960.00000,149040.00000,148910.00000,149010.00000,3184
RIZ2,1,20121008,200100,149010.00000,149030.00000,148930.00000,148940.00000,787
RIZ2,1,20121008,200200,148940.00000,148970.00000,148910.00000,148930.00000,606
RIZ2,1,20121008,200300,148930.00000,148940.00000,148860.00000,148880.00000,589
RIZ2,1,20121008,200400,148880.00000,148890.00000,148820.00000,148860.00000,625
RIZ2,1,20121008,200500,148840.00000,148870.00000,148820.00000,148840.00000,266
RIZ2,1,20121008,200600,148870.00000,148890.00000,148830.00000,148880.00000,616
RIZ2,1,20121008,200700,148870.00000,148900.00000,148840.00000,148890.00000,310
RIZ2,1,20121008,200800,148870.00000,148880.00000,148830.00000,148850.00000,94
RIZ2,1,20121008,200900,148830.00000,148840.00000,148820.00000,148830.00000,112
RIZ2,1,20121008,201000,148830.00000,148880.00000,148820.00000,148860.00000,362
RIZ2,1,20121008,201100,148850.00000,148960.00000,148840.00000,148900.00000,888
RIZ2,1,20121008,201200,148910.00000,148950.00000,148870.00000,148910.00000,430
RIZ2,1,20121008,201300,148900.00000,148960.00000,148850.00000,148900.00000,507
RIZ2,1,20121008,201400,148900.00000,148950.00000,148900.00000,148950.00000,235
RIZ2,1,20121008,201500,148950.00000,148960.00000,148920.00000,148950.00000,227
RIZ2,1,20121008,201600,148950.00000,148970.00000,148940.00000,148940.00000,228
RIZ2,1,20121008,201700,148940.00000,148960.00000,148920.00000,148960.00000,240
RIZ2,1,20121008,201800,148950.00000,148970.00000,148910.00000,148910.00000,229
RIZ2,1,20121008,201900,148920.00000,148940.00000,148900.00000,148910.00000,333
RIZ2,1,20121008,202000,148920.00000,148940.00000,148910.00000,148920.00000,179
RIZ2,1,20121008,202100,148930.00000,148930.00000,148890.00000,148900.00000,157
RIZ2,1,20121008,202200,148910.00000,148920.00000,148890.00000,148900.00000,189
RIZ2,1,20121008,202300,148890.00000,148930.00000,148880.00000,148930.00000,406
RIZ2,1,20121008,202400,148930.00000,148940.00000,148860.00000,148880.00000,386
RIZ2,1,20121008,202500,148880.00000,148900.00000,148810.00000,148810.00000,816
RIZ2,1,20121008,202600,148810.00000,148880.00000,148810.00000,148860.00000,295
RIZ2,1,20121008,202700,148860.00000,148930.00000,148860.00000,148900.00000,373
RIZ2,1,20121008,202800,148910.00000,148920.00000,148860.00000,148880.00000,207
RIZ2,1,20121008,202900,148870.00000,148900.00000,148820.00000,148880.00000,252
RIZ2,1,20121008,203000,148880.00000,148950.00000,148880.00000,148910.00000,459
RIZ2,1,20121008,203100,148920.00000,148960.00000,148900.00000,148900.00000,352
RIZ2,1,20121008,203200,148910.00000,148960.00000,148900.00000,148930.00000,305
RIZ2,1,20121008,203300,148930.00000,148930.00000,148910.00000,148920.00000,90
RIZ2,1,20121008,203400,148930.00000,148930.00000,148890.00000,148920.00000,154
RIZ2,1,20121008,203500,148900.00000,148910.00000,148870.00000,148890.00000,120
RIZ2,1,20121008,203600,148870.00000,148900.00000,148830.00000,148880.00000,508
RIZ2,1,20121008,203700,148880.00000,148880.00000,148860.00000,148870.00000,40
RIZ2,1,20121008,203800,148860.00000,148860.00000,148840.00000,148840.00000,60
RIZ2,1,20121008,203900,148840.00000,148890.00000,148840.00000,148860.00000,128
RIZ2,1,20121008,204000,148860.00000,148930.00000,148860.00000,148910.00000,287
RIZ2,1,20121008,204100,148900.00000,148930.00000,148890.00000,148910.00000,253
RIZ2,1,20121008,204200,148900.00000,148900.00000,148860.00000,148900.00000,86
RIZ2,1,20121008,204300,148890.00000,148920.00000,148870.00000,148900.00000,254
RIZ2,1,20121008,204400,148900.00000,148950.00000,148890.00000,148910.00000,423
RIZ2,1,20121008,204500,148910.00000,148930.00000,148910.00000,148920.00000,36
RIZ2,1,20121008,204600,148930.00000,148930.00000,148900.00000,148910.00000,55
RIZ2,1,20121008,204700,148920.00000,148950.00000,148900.00000,148900.00000,291
RIZ2,1,20121008,204800,148890.00000,148900.00000,148860.00000,148890.00000,138
RIZ2,1,20121008,204900,148890.00000,148940.00000,148870.00000,148900.00000,213
RIZ2,1,20121008,205000,148910.00000,148940.00000,148880.00000,148940.00000,170
RIZ2,1,20121008,205100,148940.00000,148960.00000,148900.00000,148920.00000,246
RIZ2,1,20121008,205200,148920.00000,148960.00000,148920.00000,148940.00000,95
RIZ2,1,20121008,205300,148920.00000,148930.00000,148900.00000,148920.00000,94
RIZ2,1,20121008,205400,148930.00000,148970.00000,148900.00000,148920.00000,447
RIZ2,1,20121008,205500,148910.00000,148970.00000,148910.00000,148960.00000,231
RIZ2,1,20121008,205600,148960.00000,149070.00000,148950.00000,149030.00000,1628
RIZ2,1,20121008,205700,149040.00000,149190.00000,149040.00000,149070.00000,2512
RIZ2,1,20121008,205800,149070.00000,149170.00000,149050.00000,149140.00000,1132
RIZ2,1,20121008,205900,149140.00000,149170.00000,149060.00000,149090.00000,1080
RIZ2,1,20121008,210000,149090.00000,149160.00000,149040.00000,149050.00000,811
RIZ2,1,20121008,210100,149050.00000,149060.00000,149020.00000,149050.00000,367
RIZ2,1,20121008,210200,149050.00000,149250.00000,149050.00000,149200.00000,2496
RIZ2,1,20121008,210300,149200.00000,149210.00000,149130.00000,149150.00000,451
RIZ2,1,20121008,210400,149150.00000,149170.00000,149040.00000,149070.00000,649
RIZ2,1,20121008,210500,149060.00000,149070.00000,148930.00000,148980.00000,1524
RIZ2,1,20121008,210600,148980.00000,149000.00000,148940.00000,148980.00000,382
RIZ2,1,20121008,210700,148970.00000,148990.00000,148930.00000,148970.00000,289
RIZ2,1,20121008,210800,148950.00000,149040.00000,148950.00000,148970.00000,459
RIZ2,1,20121008,210900,148980.00000,149040.00000,148980.00000,149020.00000,512
RIZ2,1,20121008,211000,149040.00000,149080.00000,149030.00000,149040.00000,338
RIZ2,1,20121008,211100,149050.00000,149080.00000,148980.00000,148980.00000,277
RIZ2,1,20121008,211200,148990.00000,149020.00000,148980.00000,149010.00000,283
RIZ2,1,20121008,211300,149010.00000,149010.00000,148930.00000,148960.00000,648
RIZ2,1,20121008,211400,148960.00000,148960.00000,148900.00000,148910.00000,695
RIZ2,1,20121008,211500,148910.00000,148930.00000,148890.00000,148910.00000,233
RIZ2,1,20121008,211600,148910.00000,149000.00000,148910.00000,148960.00000,708
RIZ2,1,20121008,211700,148960.00000,148990.00000,148950.00000,148960.00000,196
RIZ2,1,20121008,211800,148960.00000,149000.00000,148950.00000,148960.00000,150
RIZ2,1,20121008,211900,148970.00000,148970.00000,148960.00000,148970.00000,33
RIZ2,1,20121008,212000,148970.00000,148970.00000,148930.00000,148950.00000,115
RIZ2,1,20121008,212100,148940.00000,148940.00000,148910.00000,148940.00000,164
RIZ2,1,20121008,212200,148930.00000,149000.00000,148930.00000,148980.00000,214
RIZ2,1,20121008,212300,148990.00000,149000.00000,148970.00000,148970.00000,79
RIZ2,1,20121008,212400,148970.00000,148970.00000,148920.00000,148970.00000,185
RIZ2,1,20121008,212500,148950.00000,148970.00000,148940.00000,148950.00000,152
