<TICKER>,<PER>,<DATE>,<TIME>,<LAST>,<VOL>
GAZP,0,20121008,125521,157.88000,380
GAZP,0,20121008,125521,157.88000,30
GAZP,0,20121008,125521,157.88000,100
GAZP,0,20121008,125522,157.88000,10
GAZP,0,20121008,125522,157.88000,190
GAZP,0,20121008,125522,157.88000,1960
GAZP,0,20121008,125522,157.88000,100
GAZP,0,20121008,125522,157.88000,2050
GAZP,0,20121008,125522,157.88000,430
GAZP,0,20121008,125522,157.88000,80
GAZP,0,20121008,125523,157.88000,20
GAZP,0,20121008,125523,157.88000,20
GAZP,0,20121008,125523,157.88000,2250
GAZP,0,20121008,125523,157.88000,380
GAZP,0,20121008,125523,157.88000,60
GAZP,0,20121008,125523,157.88000,390
GAZP,0,20121008,125523,157.88000,100
GAZP,0,20121008,125523,157.88000,90
GAZP,0,20121008,125523,157.88000,10
GAZP,0,20121008,125523,157.88000,40
GAZP,0,20121008,125523,157.88000,260
GAZP,0,20121008,125523,157.88000,2000
GAZP,0,20121008,125523,157.88000,20
GAZP,0,20121008,125523,157.88000,20
GAZP,0,20121008,125523,157.88000,30
GAZP,0,20121008,125523,157.88000,10
GAZP,0,20121008,125523,157.88000,490
GAZP,0,20121008,125523,157.88000,40
GAZP,0,20121008,125529,157.87000,30
GAZP,0,20121008,125531,157.88000,20
GAZP,0,20121008,125534,157.87000,60
GAZP,0,20121008,125537,157.88000,140
GAZP,0,20121008,125537,157.88000,400
GAZP,0,20121008,125539,157.88000,400
GAZP,0,20121008,125539,157.88000,1090
GAZP,0,20121008,125540,157.88000,640
GAZP,0,20121008,125540,157.88000,400
GAZP,0,20121008,125542,157.87000,40
GAZP,0,20121008,125543,157.88000,400
GAZP,0,20121008,125543,157.88000,30
GAZP,0,20121008,125543,157.88000,410
GAZP,0,20121008,125544,157.88000,670
GAZP,0,20121008,125544,157.88000,470
GAZP,0,20121008,125545,157.87000,160
GAZP,0,20121008,125545,157.87000,840
GAZP,0,20121008,125545,157.88000,30
GAZP,0,20121008,125545,157.89000,30
GAZP,0,20121008,125546,157.95000,1960
GAZP,0,20121008,125547,157.95000,490
GAZP,0,20121008,125547,157.95000,750
GAZP,0,20121008,125547,157.95000,4300
GAZP,0,20121008,125547,157.95000,80
GAZP,0,20121008,125547,157.95000,680
GAZP,0,20121008,125547,157.97000,10
GAZP,0,20121008,125547,157.97000,590
GAZP,0,20121008,125549,157.97000,350
GAZP,0,20121008,125550,157.98000,1810
GAZP,0,20121008,125552,157.98000,1000
GAZP,0,20121008,125555,157.98000,2190
GAZP,0,20121008,125555,157.98000,40
GAZP,0,20121008,125555,157.99000,2770
GAZP,0,20121008,125557,157.98000,10
GAZP,0,20121008,125601,157.93000,70
GAZP,0,20121008,125602,157.96000,20
GAZP,0,20121008,125602,157.96000,30
GAZP,0,20121008,125604,157.96000,50
GAZP,0,20121008,125604,157.96000,1000
GAZP,0,20121008,125604,157.97000,3950
GAZP,0,20121008,125610,157.93000,20
GAZP,0,20121008,125611,157.94000,260
GAZP,0,20121008,125618,157.95000,10
GAZP,0,20121008,125619,157.95000,1260
GAZP,0,20121008,125620,157.95000,1230
GAZP,0,20121008,125620,157.95000,40
GAZP,0,20121008,125622,157.94000,10
GAZP,0,20121008,125627,157.95000,1260
GAZP,0,20121008,125627,157.97000,240
GAZP,0,20121008,125629,157.93000,10
GAZP,0,20121008,125629,157.93000,10
GAZP,0,20121008,125630,157.96000,690
GAZP,0,20121008,125631,157.93000,30
GAZP,0,20121008,125631,157.93000,20
GAZP,0,20121008,125632,157.93000,30
GAZP,0,20121008,125632,157.93000,10
GAZP,0,20121008,125634,157.93000,40
GAZP,0,20121008,125634,157.92000,100
GAZP,0,20121008,125637,157.90000,200
GAZP,0,20121008,125637,157.89000,50
GAZP,0,20121008,125639,157.89000,50
GAZP,0,20121008,125639,157.89000,2000
GAZP,0,20121008,125639,157.89000,50
GAZP,0,20121008,125640,157.89000,50
GAZP,0,20121008,125640,157.89000,50
GAZP,0,20121008,125643,157.88000,30
GAZP,0,20121008,125643,157.89000,270
GAZP,0,20121008,125645,157.88000,30
GAZP,0,20121008,125645,157.89000,870
GAZP,0,20121008,125647,157.88000,10
GAZP,0,20121008,125648,157.88000,20
GAZP,0,20121008,125648,157.89000,80
GAZP,0,20121008,125651,157.88000,10
GAZP,0,20121008,125651,157.89000,1390
GAZP,0,20121008,125651,157.92000,20
GAZP,0,20121008,125651,157.94000,2000
GAZP,0,20121008,125651,157.94000,2000
GAZP,0,20121008,125651,157.95000,50
GAZP,0,20121008,125651,157.96000,4030
GAZP,0,20121008,125652,157.94000,2000
GAZP,0,20121008,125652,157.96000,740
GAZP,0,20121008,125652,157.96000,2000
GAZP,0,20121008,125652,157.97000,1000
GAZP,0,20121008,125652,157.97000,50
GAZP,0,20121008,125652,157.97000,3000
GAZP,0,20121008,125652,157.97000,100
GAZP,0,20121008,125652,157.98000,40
GAZP,0,20121008,125652,157.98000,290
GAZP,0,20121008,125652,157.98000,280
GAZP,0,20121008,125656,157.94000,900
GAZP,0,20121008,125656,157.94000,300
GAZP,0,20121008,125700,157.92000,1900
GAZP,0,20121008,125700,157.89000,20
GAZP,0,20121008,125701,157.87000,70
GAZP,0,20121008,125703,157.88000,350
GAZP,0,20121008,125703,157.88000,5700
GAZP,0,20121008,125703,157.88000,5700
GAZP,0,20121008,125703,157.88000,250
GAZP,0,20121008,125713,157.94000,350
GAZP,0,20121008,125713,157.95000,650
GAZP,0,20121008,125725,157.88000,1000
GAZP,0,20121008,125731,157.94000,10
GAZP,0,20121008,125731,157.94000,30
GAZP,0,20121008,125731,157.95000,580
GAZP,0,20121008,125731,157.95000,1160
GAZP,0,20121008,125753,157.88000,500
GAZP,0,20121008,125757,157.93000,20
GAZP,0,20121008,125800,157.88000,70
GAZP,0,20121008,125836,157.90000,1000
GAZP,0,20121008,125857,157.89000,100
GAZP,0,20121008,125900,157.91000,980
GAZP,0,20121008,125900,157.92000,30
GAZP,0,20121008,125901,157.92000,10
GAZP,0,20121008,125901,157.89000,70
GAZP,0,20121008,125906,157.89000,120
GAZP,0,20121008,125909,157.90000,10
GAZP,0,20121008,125913,157.90000,490
GAZP,0,20121008,125913,157.89000,200
GAZP,0,20121008,125918,157.92000,500
GAZP,0,20121008,125924,157.89000,200
GAZP,0,20121008,125927,157.92000,1500
GAZP,0,20121008,125927,157.92000,10
GAZP,0,20121008,125928,157.93000,30
GAZP,0,20121008,125942,157.92000,60
GAZP,0,20121008,125943,157.92000,1060
GAZP,0,20121008,125944,157.92000,100
GAZP,0,20121008,125951,157.92000,400
GAZP,0,20121008,125951,157.92000,400
GAZP,0,20121008,125952,157.92000,1000
GAZP,0,20121008,125952,157.92000,40
GAZP,0,20121008,125952,157.92000,260
GAZP,0,20121008,125952,157.93000,300
GAZP,0,20121008,125959,157.89000,210
GAZP,0,20121008,125959,157.89000,40
GAZP,0,20121008,125959,157.89000,110
GAZP,0,20121008,125959,157.89000,140
GAZP,0,20121008,130000,157.89000,470
GAZP,0,20121008,130000,157.88000,430
GAZP,0,20121008,130000,157.88000,300
GAZP,0,20121008,130000,157.88000,3520
GAZP,0,20121008,130000,157.88000,600
GAZP,0,20121008,130000,157.88000,50
GAZP,0,20121008,130000,157.88000,30
GAZP,0,20121008,130000,157.88000,800
GAZP,0,20121008,130000,157.87000,30
GAZP,0,20121008,130000,157.85000,1530
GAZP,0,20121008,130000,157.85000,1960
GAZP,0,20121008,130000,157.85000,100
GAZP,0,20121008,130000,157.85000,1410
GAZP,0,20121008,130000,157.85000,50
GAZP,0,20121008,130000,157.85000,100
GAZP,0,20121008,130001,157.85000,2000
GAZP,0,20121008,130001,157.81000,70
GAZP,0,20121008,130001,157.81000,40
GAZP,0,20121008,130001,157.81000,20
GAZP,0,20121008,130015,157.88000,40
GAZP,0,20121008,130017,157.83000,20
GAZP,0,20121008,130022,157.83000,30
GAZP,0,20121008,130022,157.82000,280
GAZP,0,20121008,130022,157.82000,20
GAZP,0,20121008,130022,157.82000,10
GAZP,0,20121008,130023,157.88000,400
GAZP,0,20121008,130023,157.93000,170
GAZP,0,20121008,130023,157.93000,230
GAZP,0,20121008,130025,157.91000,170
GAZP,0,20121008,130026,157.91000,800
GAZP,0,20121008,130027,157.91000,2190
GAZP,0,20121008,130027,157.86000,30
GAZP,0,20121008,130027,157.86000,100
GAZP,0,20121008,130027,157.86000,2000
GAZP,0,20121008,130027,157.84000,100
GAZP,0,20121008,130027,157.84000,280
GAZP,0,20121008,130027,157.84000,250
GAZP,0,20121008,130027,157.84000,200
GAZP,0,20121008,130027,157.82000,270
GAZP,0,20121008,130027,157.82000,310
GAZP,0,20121008,130027,157.81000,60
GAZP,0,20121008,130027,157.92000,170
GAZP,0,20121008,130027,157.84000,150
GAZP,0,20121008,130041,157.82000,50
GAZP,0,20121008,130047,157.86000,10
GAZP,0,20121008,130048,157.82000,160
GAZP,0,20121008,130048,157.82000,100
GAZP,0,20121008,130048,157.82000,1340
GAZP,0,20121008,130052,157.84000,560
GAZP,0,20121008,130052,157.83000,100
GAZP,0,20121008,130052,157.83000,2000
GAZP,0,20121008,130052,157.82000,2340
GAZP,0,20121008,130054,157.92000,10
GAZP,0,20121008,130054,157.92000,1500
GAZP,0,20121008,130054,157.92000,490
GAZP,0,20121008,130105,157.86000,10
GAZP,0,20121008,130105,157.90000,800
GAZP,0,20121008,130105,157.90000,390
GAZP,0,20121008,130105,157.90000,220
GAZP,0,20121008,130105,157.91000,610
GAZP,0,20121008,130105,157.92000,1170
GAZP,0,20121008,130109,157.91000,10
GAZP,0,20121008,130109,157.92000,1500
GAZP,0,20121008,130109,157.92000,1500
GAZP,0,20121008,130109,157.92000,620
GAZP,0,20121008,130109,157.94000,210
GAZP,0,20121008,130109,157.94000,160
GAZP,0,20121008,130109,157.93000,20
GAZP,0,20121008,130109,157.93000,40
GAZP,0,20121008,130110,157.93000,110
GAZP,0,20121008,130110,157.94000,2000
GAZP,0,20121008,130110,157.95000,10
GAZP,0,20121008,130110,157.95000,80
GAZP,0,20121008,130111,157.93000,480
GAZP,0,20121008,130113,157.92000,120
GAZP,0,20121008,130113,157.93000,80
GAZP,0,20121008,130126,157.90000,2000
GAZP,0,20121008,130137,157.90000,300
GAZP,0,20121008,130139,157.90000,30
GAZP,0,20121008,130140,157.90000,200
GAZP,0,20121008,130140,157.90000,100
GAZP,0,20121008,130143,157.87000,1500
GAZP,0,20121008,130146,157.90000,60
GAZP,0,20121008,130150,157.90000,400
GAZP,0,20121008,130216,157.88000,10
GAZP,0,20121008,130219,157.87000,250
GAZP,0,20121008,130229,157.87000,250
GAZP,0,20121008,130229,157.87000,150
GAZP,0,20121008,130233,157.87000,10
GAZP,0,20121008,130240,157.87000,10
GAZP,0,20121008,130253,157.87000,830
GAZP,0,20121008,130253,157.87000,1170
GAZP,0,20121008,130257,157.87000,660
GAZP,0,20121008,130257,157.87000,200
GAZP,0,20121008,130257,157.87000,140
GAZP,0,20121008,130257,157.88000,10
GAZP,0,20121008,130257,157.90000,2850
GAZP,0,20121008,130257,157.90000,60
GAZP,0,20121008,130257,157.90000,280
GAZP,0,20121008,130257,157.90000,1690
GAZP,0,20121008,130257,157.93000,280
GAZP,0,20121008,130257,157.93000,1500
GAZP,0,20121008,130257,157.94000,500
GAZP,0,20121008,130257,157.94000,720
GAZP,0,20121008,130257,157.94000,100
GAZP,0,20121008,130257,157.94000,1900
GAZP,0,20121008,130258,157.93000,350
GAZP,0,20121008,130258,157.94000,2000
GAZP,0,20121008,130258,157.94000,1500
GAZP,0,20121008,130259,157.95000,150
GAZP,0,20121008,130313,157.88000,350
GAZP,0,20121008,130314,157.88000,400
GAZP,0,20121008,130314,157.88000,400
GAZP,0,20121008,130321,157.85000,10
GAZP,0,20121008,130321,157.85000,30
GAZP,0,20121008,130326,157.88000,3850
GAZP,0,20121008,130326,157.89000,280
GAZP,0,20121008,130326,157.90000,280
GAZP,0,20121008,130326,157.90000,5690
GAZP,0,20121008,130326,157.90000,5690
GAZP,0,20121008,130326,157.90000,1920
GAZP,0,20121008,130326,157.93000,100
GAZP,0,20121008,130326,157.94000,280
GAZP,0,20121008,130326,157.94000,20
GAZP,0,20121008,130326,157.94000,400
GAZP,0,20121008,130332,157.92000,10
GAZP,0,20121008,130332,157.94000,100
GAZP,0,20121008,130332,157.95000,770
GAZP,0,20121008,130332,157.95000,280
GAZP,0,20121008,130332,157.95000,100
GAZP,0,20121008,130332,157.96000,50
GAZP,0,20121008,130332,157.96000,1000
GAZP,0,20121008,130332,157.96000,1000
GAZP,0,20121008,130332,157.96000,3000
GAZP,0,20121008,130332,157.97000,1000
GAZP,0,20121008,130332,157.97000,770
GAZP,0,20121008,130332,157.97000,1700
GAZP,0,20121008,130332,157.97000,20
GAZP,0,20121008,130332,157.97000,260
GAZP,0,20121008,130332,157.98000,500
GAZP,0,20121008,130332,157.98000,10
GAZP,0,20121008,130332,157.98000,150
GAZP,0,20121008,130332,157.98000,2000
GAZP,0,20121008,130332,157.98000,290
GAZP,0,20121008,130332,157.98000,10
GAZP,0,20121008,130332,157.98000,5000
GAZP,0,20121008,130334,157.95000,10
GAZP,0,20121008,130334,157.98000,100
GAZP,0,20121008,130334,157.99000,2110
GAZP,0,20121008,130334,157.99000,2000
GAZP,0,20121008,130334,157.99000,100
GAZP,0,20121008,130334,157.99000,10000
GAZP,0,20121008,130334,157.99000,20
GAZP,0,20121008,130334,157.99000,10
GAZP,0,20121008,130334,157.99000,5000
GAZP,0,20121008,130334,157.99000,10
GAZP,0,20121008,130334,157.99000,140
GAZP,0,20121008,130334,157.99000,610
GAZP,0,20121008,130334,157.99000,200
GAZP,0,20121008,130334,158.00000,20
GAZP,0,20121008,130334,158.00000,40
GAZP,0,20121008,130334,158.00000,5000
GAZP,0,20121008,130334,158.00000,20
GAZP,0,20121008,130334,158.00000,170
GAZP,0,20121008,130334,158.00000,10
GAZP,0,20121008,130334,158.00000,5000
GAZP,0,20121008,130334,158.00000,10000
GAZP,0,20121008,130334,158.00000,2850
GAZP,0,20121008,130334,158.00000,800
GAZP,0,20121008,130334,158.00000,28050
GAZP,0,20121008,130334,157.98000,100
GAZP,0,20121008,130334,158.00000,40
GAZP,0,20121008,130334,157.99000,100
GAZP,0,20121008,130334,158.00000,1390
GAZP,0,20121008,130335,157.99000,90
GAZP,0,20121008,130335,157.99000,260
GAZP,0,20121008,130335,157.99000,350
GAZP,0,20121008,130335,158.00000,620
GAZP,0,20121008,130335,158.00000,1240
GAZP,0,20121008,130335,158.00000,610
GAZP,0,20121008,130336,157.96000,100
GAZP,0,20121008,130336,157.96000,20
GAZP,0,20121008,130336,157.96000,280
GAZP,0,20121008,130336,157.96000,110
GAZP,0,20121008,130336,157.97000,350
GAZP,0,20121008,130351,157.98000,280
GAZP,0,20121008,130353,157.98000,220
GAZP,0,20121008,130353,157.98000,510
GAZP,0,20121008,130354,157.94000,350
GAZP,0,20121008,130354,157.93000,650
GAZP,0,20121008,130425,157.95000,63300
GAZP,0,20121008,130429,157.90000,300
GAZP,0,20121008,130429,157.90000,1000
GAZP,0,20121008,130441,157.97000,250
GAZP,0,20121008,130441,157.97000,9400
GAZP,0,20121008,130441,157.98000,1500
GAZP,0,20121008,130441,157.98000,900
GAZP,0,20121008,130441,157.98000,1500
GAZP,0,20121008,130441,157.99000,250
GAZP,0,20121008,130441,157.99000,800
GAZP,0,20121008,130448,157.98000,30
GAZP,0,20121008,130448,157.99000,340
GAZP,0,20121008,130448,157.99000,220
GAZP,0,20121008,130448,158.00000,1410
GAZP,0,20121008,130503,157.98000,100
GAZP,0,20121008,130503,157.98000,100
GAZP,0,20121008,130506,157.98000,30
GAZP,0,20121008,130512,157.94000,10
GAZP,0,20121008,130512,157.98000,210
GAZP,0,20121008,130512,157.98000,750
GAZP,0,20121008,130515,157.98000,10
GAZP,0,20121008,130515,157.98000,10
GAZP,0,20121008,130515,157.98000,10
GAZP,0,20121008,130516,157.94000,10
GAZP,0,20121008,130517,157.99000,50
GAZP,0,20121008,130517,157.99000,50
GAZP,0,20121008,130517,157.99000,100
GAZP,0,20121008,130517,157.99000,100
GAZP,0,20121008,130517,157.99000,10
GAZP,0,20121008,130518,157.99000,50
GAZP,0,20121008,130518,157.99000,160
GAZP,0,20121008,130518,157.99000,420
GAZP,0,20121008,130520,157.99000,60
GAZP,0,20121008,130520,157.94000,40
GAZP,0,20121008,130522,157.99000,4000
GAZP,0,20121008,130522,157.99000,2000
GAZP,0,20121008,130522,157.99000,1000
GAZP,0,20121008,130522,158.00000,6000
GAZP,0,20121008,130522,158.00000,6390
GAZP,0,20121008,130522,158.00000,9800
GAZP,0,20121008,130522,158.00000,7990
GAZP,0,20121008,130522,158.00000,6390
GAZP,0,20121008,130522,158.00000,7000
GAZP,0,20121008,130522,158.00000,3000
GAZP,0,20121008,130522,158.00000,1500
GAZP,0,20121008,130522,158.00000,1500
GAZP,0,20121008,130522,158.00000,1500
GAZP,0,20121008,130522,158.00000,15570
GAZP,0,20121008,130522,158.00000,1000
GAZP,0,20121008,130522,158.00000,500
GAZP,0,20121008,130522,158.00000,1200
GAZP,0,20121008,130522,158.00000,20
GAZP,0,20121008,130522,158.00000,10
GAZP,0,20121008,130522,158.01000,200
GAZP,0,20121008,130522,158.01000,10
GAZP,0,20121008,130522,158.04000,40
GAZP,0,20121008,130522,158.04000,50
GAZP,0,20121008,130522,158.04000,500
GAZP,0,20121008,130522,158.04000,60
GAZP,0,20121008,130522,158.05000,10
GAZP,0,20121008,130522,158.05000,2890
GAZP,0,20121008,130522,158.05000,2000
GAZP,0,20121008,130522,158.05000,110
GAZP,0,20121008,130522,158.05000,290
GAZP,0,20121008,130522,158.05000,130
GAZP,0,20121008,130522,158.05000,2000
GAZP,0,20121008,130522,158.05000,2700
GAZP,0,20121008,130522,158.05000,100
GAZP,0,20121008,130522,158.05000,3000
GAZP,0,20121008,130522,158.05000,940
GAZP,0,20121008,130523,158.05000,1000
GAZP,0,20121008,130523,158.05000,400
GAZP,0,20121008,130523,158.05000,4000
GAZP,0,20121008,130523,158.05000,100
GAZP,0,20121008,130523,158.05000,2000
GAZP,0,20121008,130523,158.05000,10
GAZP,0,20121008,130523,158.05000,500
GAZP,0,20121008,130523,158.05000,100
GAZP,0,20121008,130524,158.05000,950
GAZP,0,20121008,130524,158.05000,100
GAZP,0,20121008,130524,158.05000,100
GAZP,0,20121008,130524,158.05000,100
GAZP,0,20121008,130524,158.05000,300
GAZP,0,20121008,130524,158.05000,1830
GAZP,0,20121008,130525,158.04000,200
GAZP,0,20121008,130525,158.04000,230
GAZP,0,20121008,130525,158.05000,20
GAZP,0,20121008,130525,158.04000,50
GAZP,0,20121008,130526,158.05000,100
GAZP,0,20121008,130529,158.05000,100
GAZP,0,20121008,130530,158.05000,400
GAZP,0,20121008,130530,158.05000,200
GAZP,0,20121008,130532,158.05000,200
GAZP,0,20121008,130537,158.05000,1500
GAZP,0,20121008,130539,158.05000,400
GAZP,0,20121008,130539,158.05000,400
GAZP,0,20121008,130539,158.05000,400
GAZP,0,20121008,130539,158.05000,400
GAZP,0,20121008,130539,158.05000,400
GAZP,0,20121008,130539,158.05000,400
GAZP,0,20121008,130540,158.05000,100
GAZP,0,20121008,130540,158.05000,400
GAZP,0,20121008,130540,158.05000,400
GAZP,0,20121008,130540,158.05000,400
GAZP,0,20121008,130540,158.05000,100
GAZP,0,20121008,130540,158.05000,400
GAZP,0,20121008,130540,158.05000,400
GAZP,0,20121008,130540,158.05000,400
GAZP,0,20121008,130544,158.05000,20
GAZP,0,20121008,130550,158.04000,110
GAZP,0,20121008,130550,158.02000,400
GAZP,0,20121008,130550,158.02000,30
GAZP,0,20121008,130550,158.02000,460
GAZP,0,20121008,130554,158.01000,2000
GAZP,0,20121008,130555,158.01000,10000
GAZP,0,20121008,130557,158.05000,30
GAZP,0,20121008,130600,158.01000,1000
GAZP,0,20121008,130602,158.05000,100
GAZP,0,20121008,130606,158.01000,20
GAZP,0,20121008,130609,158.01000,2000
GAZP,0,20121008,130613,158.01000,10
GAZP,0,20121008,130614,158.05000,8900
GAZP,0,20121008,130614,158.05000,100
GAZP,0,20121008,130615,158.05000,100
GAZP,0,20121008,130618,158.02000,300
GAZP,0,20121008,130618,158.02000,100
GAZP,0,20121008,130618,158.01000,1600
GAZP,0,20121008,130620,158.05000,200
GAZP,0,20121008,130625,158.05000,100
GAZP,0,20121008,130625,158.05000,400
GAZP,0,20121008,130634,158.04000,50
GAZP,0,20121008,130634,158.05000,550
GAZP,0,20121008,130640,158.04000,20
GAZP,0,20121008,130640,158.05000,180
GAZP,0,20121008,130646,158.05000,300
GAZP,0,20121008,130658,158.04000,20
GAZP,0,20121008,130659,158.04000,100
GAZP,0,20121008,130701,158.03000,300
GAZP,0,20121008,130707,158.02000,100
GAZP,0,20121008,130709,158.02000,200
GAZP,0,20121008,130711,158.03000,600
GAZP,0,20121008,130713,158.03000,120
GAZP,0,20121008,130713,158.04000,280
GAZP,0,20121008,130719,158.04000,400
GAZP,0,20121008,130719,158.04000,400
GAZP,0,20121008,130728,158.01000,10
GAZP,0,20121008,130729,158.01000,500
GAZP,0,20121008,130739,158.04000,10
GAZP,0,20121008,130739,158.04000,90
GAZP,0,20121008,130749,158.04000,100
GAZP,0,20121008,130749,158.04000,1000
GAZP,0,20121008,130804,158.04000,110
GAZP,0,20121008,130804,158.04000,10
GAZP,0,20121008,130804,158.04000,280
GAZP,0,20121008,130807,158.04000,400
GAZP,0,20121008,130807,158.04000,320
GAZP,0,20121008,130807,158.04000,280
GAZP,0,20121008,130810,158.04000,220
GAZP,0,20121008,130810,158.04000,10
GAZP,0,20121008,130810,158.04000,60
GAZP,0,20121008,130815,158.04000,10
GAZP,0,20121008,130815,158.03000,500
GAZP,0,20121008,130818,158.03000,490
GAZP,0,20121008,130824,158.03000,10
GAZP,0,20121008,130824,158.02000,10
GAZP,0,20121008,130824,158.02000,350
GAZP,0,20121008,130830,158.02000,1000
GAZP,0,20121008,130831,158.02000,1000
GAZP,0,20121008,130835,158.02000,400
GAZP,0,20121008,130835,158.02000,400
GAZP,0,20121008,130835,158.02000,800
GAZP,0,20121008,130836,158.02000,1000
GAZP,0,20121008,130839,158.02000,100
GAZP,0,20121008,130839,158.02000,300
GAZP,0,20121008,130839,158.04000,700
GAZP,0,20121008,130849,158.04000,200
GAZP,0,20121008,130849,158.04000,10
GAZP,0,20121008,130849,158.05000,290
GAZP,0,20121008,130855,158.01000,10
GAZP,0,20121008,130908,158.05000,200
GAZP,0,20121008,130908,158.05000,3000
GAZP,0,20121008,130908,158.05000,500
GAZP,0,20121008,130908,158.05000,2000
GAZP,0,20121008,130908,158.05000,4860
GAZP,0,20121008,130908,158.05000,50
GAZP,0,20121008,130908,158.05000,1300
GAZP,0,20121008,130908,158.05000,1000
GAZP,0,20121008,130908,158.07000,550
GAZP,0,20121008,130908,158.08000,2000
GAZP,0,20121008,130908,158.08000,100
GAZP,0,20121008,130908,158.08000,100
GAZP,0,20121008,130908,158.09000,40
GAZP,0,20121008,130908,158.09000,760
GAZP,0,20121008,130908,158.07000,60
GAZP,0,20121008,130908,158.09000,2000
GAZP,0,20121008,130908,158.09000,2000
GAZP,0,20121008,130908,158.09000,3000
GAZP,0,20121008,130909,158.09000,600
GAZP,0,20121008,130909,158.09000,400
GAZP,0,20121008,130909,158.09000,400
GAZP,0,20121008,130909,158.09000,200
GAZP,0,20121008,130909,158.09000,10
GAZP,0,20121008,130909,158.09000,400
GAZP,0,20121008,130909,158.09000,500
GAZP,0,20121008,130910,158.07000,800
GAZP,0,20121008,130911,158.09000,4730
GAZP,0,20121008,130911,158.09000,1000
GAZP,0,20121008,130911,158.09000,3000
GAZP,0,20121008,130911,158.10000,270
GAZP,0,20121008,130911,158.10000,670
GAZP,0,20121008,130912,158.10000,60
GAZP,0,20121008,130912,158.10000,14940
GAZP,0,20121008,130912,158.10000,410
GAZP,0,20121008,130912,158.10000,410
GAZP,0,20121008,130912,158.10000,210
GAZP,0,20121008,130912,158.10000,910
GAZP,0,20121008,130912,158.09000,630
GAZP,0,20121008,130912,158.10000,3570
GAZP,0,20121008,130913,158.10000,910
GAZP,0,20121008,130913,158.10000,290
GAZP,0,20121008,130914,158.10000,9000
GAZP,0,20121008,130916,158.10000,800
GAZP,0,20121008,130917,158.10000,1000
GAZP,0,20121008,130924,158.10000,240
GAZP,0,20121008,130926,158.10000,17310
GAZP,0,20121008,130926,158.10000,100
GAZP,0,20121008,130926,158.10000,500
GAZP,0,20121008,130927,158.11000,10
GAZP,0,20121008,130927,158.11000,150
GAZP,0,20121008,130927,158.12000,20
GAZP,0,20121008,130927,158.12000,240
GAZP,0,20121008,130929,158.12000,10
GAZP,0,20121008,130929,158.12000,990
GAZP,0,20121008,130929,158.12000,1500
GAZP,0,20121008,130929,158.14000,400
GAZP,0,20121008,130929,158.14000,910
GAZP,0,20121008,130929,158.15000,500
GAZP,0,20121008,130929,158.15000,400
GAZP,0,20121008,130933,158.12000,10
GAZP,0,20121008,130938,158.13000,90
GAZP,0,20121008,130938,158.13000,910
GAZP,0,20121008,130942,158.13000,10
GAZP,0,20121008,130945,158.13000,10
GAZP,0,20121008,130945,158.13000,580
GAZP,0,20121008,130945,158.15000,440
GAZP,0,20121008,130946,158.15000,420
GAZP,0,20121008,130946,158.15000,1260
GAZP,0,20121008,130946,158.15000,1260
GAZP,0,20121008,130946,158.15000,1500
GAZP,0,20121008,130946,158.15000,1500
GAZP,0,20121008,130946,158.16000,200
GAZP,0,20121008,130946,158.17000,30
GAZP,0,20121008,130946,158.17000,1260
GAZP,0,20121008,130946,158.17000,1260
GAZP,0,20121008,130946,158.17000,20
GAZP,0,20121008,130946,158.17000,100
GAZP,0,20121008,130946,158.18000,800
GAZP,0,20121008,130946,158.18000,390
GAZP,0,20121008,130946,158.17000,20
GAZP,0,20121008,130951,158.13000,10
GAZP,0,20121008,130957,158.13000,390
GAZP,0,20121008,130957,158.12000,610
GAZP,0,20121008,131001,158.13000,10
GAZP,0,20121008,131005,158.13000,10
GAZP,0,20121008,131008,158.13000,980
GAZP,0,20121008,131009,158.12000,50
GAZP,0,20121008,131038,158.13000,10
GAZP,0,20121008,131044,158.12000,70
GAZP,0,20121008,131045,158.12000,10
GAZP,0,20121008,131048,158.13000,10
GAZP,0,20121008,131048,158.13000,20
GAZP,0,20121008,131048,158.13000,400
GAZP,0,20121008,131048,158.13000,400
GAZP,0,20121008,131050,158.12000,70
GAZP,0,20121008,131053,158.13000,10
GAZP,0,20121008,131054,158.12000,70
GAZP,0,20121008,131056,158.13000,400
GAZP,0,20121008,131057,158.12000,50
GAZP,0,20121008,131101,158.13000,10
GAZP,0,20121008,131110,158.13000,400
GAZP,0,20121008,131110,158.12000,2000
GAZP,0,20121008,131113,158.12000,70
GAZP,0,20121008,131113,158.12000,2000
GAZP,0,20121008,131116,158.13000,10
GAZP,0,20121008,131126,158.12000,1500
GAZP,0,20121008,131127,158.12000,1000
GAZP,0,20121008,131132,158.12000,10000
GAZP,0,20121008,131133,158.12000,1500
GAZP,0,20121008,131133,158.12000,1500
GAZP,0,20121008,131133,158.12000,1500
GAZP,0,20121008,131133,158.12000,3000
GAZP,0,20121008,131133,158.12000,1500
GAZP,0,20121008,131133,158.12000,1000
GAZP,0,20121008,131134,158.12000,80
GAZP,0,20121008,131134,158.12000,30
GAZP,0,20121008,131134,158.12000,30
GAZP,0,20121008,131134,158.12000,30
GAZP,0,20121008,131134,158.12000,2000
GAZP,0,20121008,131134,158.12000,100
GAZP,0,20121008,131134,158.12000,3000
GAZP,0,20121008,131134,158.12000,10
GAZP,0,20121008,131134,158.12000,1020
GAZP,0,20121008,131135,158.12000,9000
